AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08115053,Jettingen,5469.0,4104,1365,0,4650,1325,30,4620,1856,649,457.0,235,997,215,,165.0,,,22.0,,,2.0,,,22.0,,,,,23,4627,1613,537,489,295,1045,265,9,91,43,19,7,4,20,2,4,184,,,,,,,,0.004970823427706938,0.004761904761904762,0.0015128593040847202,0.0008644910309055544,,0.0397665874216555,0.4017316017316017,,0.019667170953101363,0.0004329004329004329,,0.0019451048195374973,,,,0.14047619047619048,,0.004761904761904762,0.006493506493506494,0.004322455154527772,,,1.0,0.050865800865800864,0.009293278582234709,0.3486060082126648,,0.0004322455154527772,0.0008644910309055544,0.11605792089907067,,0.046536796536796536,0.03571428571428571,0.057272530797492976,0.06375621352928464,,0.10568402852820402,0.09891774891774892,0.22584828182407607,1.0,0.004106332396801383,,,0.2158008658008658
08115054,Grafenau,4784.0,3014,1770,0,4134,1722,37,4097,1701,539,487.0,299,731,169,,125.0,,,28.0,,,5.0,,,13.0,,,,,22,4112,1521,492,487,336,737,185,9,73,33,19,20,9,6,1,6,178,,,,,,,,0.005350194552529183,0.006834268977300464,0.0048638132295719845,0.0014591439688715954,,0.04328793774319066,0.4151818403710032,,0.017752918287937743,0.00122040517451794,,0.002188715953307393,,,,0.13155967781303393,,0.003173053453746644,0.009030998291432755,0.0014591439688715954,,,1.0,0.07298022943617281,0.008025291828793774,0.36989299610894943,,0.00024319066147859923,0.002188715953307393,0.11964980544747082,,0.04124969489870637,0.030510129362948498,0.044990272373540856,0.08171206225680934,,0.11843385214007782,0.11886746399804735,0.17923151750972763,1.0,0.004620622568093385,,,0.17842323651452283
08116004,Altbach,3954.0,2582,1372,0,3333,1326,19,3314,1216,560,387.0,145,615,230,36.0,96.0,,,29.0,,,,,,,,,,,14,3319,1089,501,384,199,622,231,9,60,27,14,22,8,1,1,3,148,,,,,,,,0.004218137993371497,0.008750754375377187,0.006628502561012353,0.0009038867128653209,,0.04459174450135583,0.36692818346409173,0.010863005431502716,0.018077734257306417,,,0.0027116601385959627,,,,0.16898008449004223,,,0.005733252866626433,0.00030129557095510696,,,1.0,0.043753771876885936,0.008134980415787888,0.32811087677011147,,0.00030129557095510696,0.0024103645676408557,0.1509490810485086,,0.06940253470126735,0.02896801448400724,0.06959927689062971,0.059957818620066286,,0.11569749924676108,0.11677730838865419,0.18740584513407652,1.0,0.004218137993371497,,,0.1855763427881714
08116005,Altdorf,1265.0,879,386,0,1149,380,9,1140,501,152,124.0,71,203,50,,39.0,,,,,,,,,,,,,,8,1141,446,125,129,85,210,50,8,19,8,9,3,3,4,0,2,40,,,,,,,,0.007011393514460999,,0.0026292725679228747,0.0017528483786152498,,0.035056967572304996,0.4394736842105263,,0.016652059596844872,,,0.007011393514460999,,,,0.13333333333333333,,,0.007894736842105263,0.0035056967572304996,,,1.0,0.062280701754385964,0.007011393514460999,0.3908851884312007,,0.0,0.0026292725679228747,0.10955302366345311,,0.043859649122807015,0.034210526315789476,0.04382120946538125,0.07449605609114812,,0.11305872042068361,0.10877192982456141,0.18404907975460122,1.0,0.007887817703768623,,,0.1780701754385965
08116006,Altenriet,1484.0,1023,461,0,1329,437,6,1323,537,174,141.0,85,297,52,,37.0,,,,,,,,,,,,,,3,1326,502,141,149,95,293,62,7,18,2,4,10,4,1,0,0,38,,,,,,,,0.0022624434389140274,,0.007541478129713424,0.0,,0.02865761689291101,0.40589569160997735,,0.013574660633484163,,,0.005279034690799397,,,,0.13151927437641722,,,0.0045351473922902496,0.0007541478129713424,,,1.0,0.06424792139077853,0.0015082956259426848,0.37858220211161386,,0.0,0.0030165912518853697,0.10633484162895927,,0.039304610733182165,0.027966742252456538,0.04675716440422323,0.07164404223227752,,0.11236802413273002,0.10657596371882086,0.2209653092006033,1.0,0.0030165912518853697,,,0.22448979591836735
08116007,Baltmannsweiler,4160.0,2550,1610,0,3674,1563,17,3657,1371,524,460.0,164,768,179,40.0,114.0,,,37.0,,,,,,,,,,,10,3664,1218,496,435,225,792,206,19,69,44,13,22,2,2,0,3,118,,,,,,,,0.0027292576419213972,0.010117582718074924,0.006004366812227074,0.0008187772925764192,,0.03220524017467249,0.3748974569319114,0.010937927262783703,0.01883187772925764,,,0.005185589519650655,,,,0.1432868471424665,,,0.004648619086683074,0.0005458515283842794,,,1.0,0.04484550177741318,0.012008733624454149,0.3324235807860262,,0.0,0.0005458515283842794,0.13537117903930132,,0.04894722450095707,0.031173092698933553,0.056222707423580785,0.06140829694323144,,0.11872270742358079,0.12578616352201258,0.21615720524017468,1.0,0.0035480349344978166,,,0.2100082034454471
08116008,Bempflingen,2469.0,1596,873,0,2162,843,26,2136,781,369,312.0,107,427,73,,67.0,,,,,,,,,,,,,,15,2147,709,310,309,126,418,75,5,32,25,24,12,6,1,1,3,91,,,,,,,,0.0069864927806241265,,0.0055891942244993015,0.0013972985561248254,,0.0423847228691197,0.36563670411985016,,0.014904517931998137,,,0.002328830926874709,,,,0.17275280898876405,,,0.012172284644194757,0.0004657661853749418,,,1.0,0.050093632958801496,0.011644154634373545,0.33022822543083374,,0.0004657661853749418,0.0027945971122496508,0.14438751746623196,,0.03417602996254682,0.03136704119850187,0.03493246390312063,0.05868653935724266,,0.14392175128085702,0.14606741573033707,0.19469026548672566,1.0,0.011178388448998603,,,0.1999063670411985
08116011,Beuren,2731.0,1817,914,0,2322,879,8,2314,922,363,252.0,96,523,85,,73.0,,,,,,,,,,,,,,5,2317,840,296,250,122,542,99,13,36,17,6,18,5,1,3,2,67,,,,,,,,0.0021579628830384117,,0.007768666378938282,0.0008631851532153647,,0.028916702632714716,0.39844425237683667,,0.015537332757876565,,,0.0056107034958998705,,,,0.15687121866897147,,,0.003457216940363008,0.00043159257660768235,,,1.0,0.04148660328435609,0.0073370738023306,0.36253776435045315,,0.001294777729823047,0.0021579628830384117,0.12775140267587398,,0.03673292999135696,0.031547104580812446,0.04272766508416055,0.05265429434613725,,0.10789814415192059,0.10890233362143474,0.23392317652136382,1.0,0.002589555459646094,,,0.22601555747623164
08116012,Bissingen_an_der_Teck,2520.0,1709,811,0,2208,774,8,2200,847,343,334.0,123,362,85,,106.0,,,,,,,,,,,,,,7,2201,762,273,350,141,371,103,7,65,24,11,15,2,3,0,2,72,,,,,,,,0.0031803725579282144,,0.0068150840527033164,0.0009086778736937755,,0.03271240345297592,0.385,,0.029532030895047707,,,0.0031803725579282144,,,,0.1559090909090909,,,0.0036363636363636364,0.0013630168105406633,,,1.0,0.05590909090909091,0.010904134484325307,0.3462062698773285,,0.0,0.0009086778736937755,0.12403452975920036,,0.038636363636363635,0.04818181818181818,0.04679691049522944,0.06406179009541117,,0.15901862789641072,0.15181818181818182,0.16855974557019537,1.0,0.004997728305315766,,,0.16454545454545455
08116014,Deizisau,4731.0,2866,1865,0,4157,1805,24,4133,1670,649,498.0,154,746,203,50.0,126.0,,,37.0,,,,,,,,,,,22,4135,1453,636,498,224,776,226,20,72,37,13,30,3,1,1,2,143,,,,,,,,0.00532043530834341,0.008952334865714976,0.007255139056831923,0.0004836759371221282,,0.034582829504232165,0.40406484393902736,0.012097749818533753,0.017412333736396616,,,0.0048367593712212815,,,,0.15702879264456812,,,0.005806919912896201,0.0002418379685610641,,,1.0,0.03726106944108396,0.00894800483675937,0.3513905683192261,,0.0002418379685610641,0.0007255139056831923,0.15380894800483677,,0.04911686426324704,0.030486329542705057,0.05465538089480049,0.054171704957678354,,0.12043530834340992,0.12049358819259617,0.18766626360338573,1.0,0.003143893591293833,,,0.18049842729252358
08116015,Denkendorf,7252.0,5004,2248,0,6166,2174,33,6133,2602,930,703.0,253,1038,313,47.0,177.0,,,70.0,,,,,,,,,,,26,6140,2226,956,674,351,1084,349,20,96,47,17,54,5,20,2,5,234,,,,,,,,0.004234527687296417,0.01141366378607533,0.008794788273615635,0.0008143322475570033,,0.03811074918566775,0.42426218816240013,0.007663459970650579,0.015635179153094463,,,0.003257328990228013,,,,0.1516386760150008,,,0.005380727213435512,0.003257328990228013,,,1.0,0.04125224196967227,0.00765472312703583,0.36254071661237786,,0.0003257328990228013,0.0008143322475570033,0.15570032573289902,,0.05103538235773683,0.02886026414479048,0.05684039087947883,0.05716612377850163,,0.10977198697068404,0.11462579488015653,0.17654723127035832,1.0,0.002768729641693811,,,0.16924832871351703
08116016,Dettingen_unter_Teck,4311.0,2886,1425,0,3700,1377,29,3671,1480,593,469.0,197,642,177,,113.0,,,,,,,,,,,,,,22,3678,1307,509,482,263,633,192,12,49,25,23,16,9,18,0,3,137,,,,,,,,0.005981511691136488,,0.004350190320826536,0.0008156606851549756,,0.03724850462207722,0.4031599019340779,,0.013322457857531268,,,0.0032626427406199023,,,,0.1615363661127758,,,0.00789975483519477,0.004893964110929853,,,1.0,0.05366385181149551,0.006797172376291463,0.35535617183251766,,0.0,0.0024469820554649264,0.1383904295812942,,0.04821574502860256,0.03078180332334514,0.052202283849918436,0.07150625339858618,,0.13104948341489941,0.12775810405883956,0.17210440456769985,1.0,0.006253398586188146,,,0.1748842277308635
08116018,Erkenbrechtsweiler,1576.0,1005,569,2,1389,553,12,1377,542,190,97.0,68,385,53,,42.0,,,,,,,,,,,,,,13,1376,496,181,92,74,380,44,9,33,5,7,8,1,2,2,1,41,,,,,,,,0.00944767441860465,,0.005813953488372093,0.0007267441860465116,,0.029796511627906978,0.3936092955700799,,0.023982558139534885,,,0.006540697674418605,,,,0.13798111837327523,,,0.008714596949891068,0.0014534883720930232,,,1.0,0.04938271604938271,0.003633720930232558,0.36046511627906974,,0.0014534883720930232,0.0007267441860465116,0.13154069767441862,,0.03848946986201888,0.030501089324618737,0.03197674418604651,0.05377906976744186,,0.06686046511627906,0.07044299201161947,0.2761627906976744,1.0,0.005087209302325582,,,0.27959331880900506
08116019,Esslingen_am_Neckar-_Stadt,58176.0,38181,19995,0,47864,18877,260,47604,15615,8358,9136.0,2082,6187,4060,374.0,965.0,,,827.0,,,,,,,,,,,205,47659,13940,7769,8746,2641,6326,4393,165,468,327,199,479,94,40,47,39,1986,,,,,,,,0.004301391132839547,0.017372489706747332,0.010050567573805578,0.0008183134350280115,,0.04167103799911874,0.3280186538946307,0.00785648264851693,0.009819761220336138,,,0.003462095302041587,,,,0.17557348122006555,,,0.005461725905386102,0.0008392958307979605,,,1.0,0.043735820519284097,0.006861243416773327,0.2924945970330892,,0.0009861726011876036,0.0019723452023752072,0.16301223273673388,,0.08528695067641374,0.020271405764221494,0.09217566461738601,0.05541450722843534,,0.18351203340397407,0.19191664566002856,0.13273463564069746,1.0,0.004175496758219853,,,0.12996806991009158
08116020,Frickenhausen,6280.0,4400,1880,0,5274,1803,34,5240,1966,871,528.0,231,1191,269,,184.0,,,,,,,,,,,,,,29,5245,1767,738,511,267,1189,304,22,91,53,26,25,10,16,1,8,217,,,,,,,,0.005529075309818875,,0.004766444232602479,0.001525262154432793,,0.04137273593898951,0.3751908396946565,,0.017349857006673023,,,0.004194470924690181,,,,0.16622137404580153,,,0.0064885496183206106,0.003050524308865586,,,1.0,0.04408396946564885,0.010104861773117254,0.3368922783603432,,0.00019065776930409913,0.0019065776930409914,0.14070543374642516,,0.05133587786259542,0.035114503816793895,0.05795996186844614,0.05090562440419447,,0.09742612011439467,0.10076335877862595,0.22669208770257387,1.0,0.004957102001906578,,,0.22729007633587786
08116022,Großbettlingen,3202.0,1951,1251,0,2776,1216,23,2753,1040,452,326.0,124,592,128,,91.0,,,,,,,,,,,,,,16,2760,907,387,331,150,593,136,9,51,29,14,9,8,6,1,4,125,,,,,,,,0.005797101449275362,,0.003260869565217391,0.0014492753623188406,,0.04528985507246377,0.3777697057755176,,0.01847826086956522,,,0.003260869565217391,,,,0.16418452597166727,,,0.008354522339266255,0.002173913043478261,,,1.0,0.04504177261169633,0.010507246376811594,0.32862318840579713,,0.00036231884057971015,0.002898550724637681,0.14021739130434782,,0.04649473301852525,0.033054849255357795,0.04927536231884058,0.05434782608695652,,0.11992753623188405,0.11841627315655648,0.21485507246376812,1.0,0.005072463768115942,,,0.21503814021067927
08116027,Hochdorf,3637.0,2384,1253,0,3166,1211,22,3144,1273,512,412.0,135,540,144,20.0,81.0,,,27.0,,,,,,,,,,,18,3148,1146,497,430,151,551,142,8,49,32,11,20,6,2,1,1,101,,,,,,,,0.005717916137229987,0.008587786259541985,0.0063532401524777635,0.0003176620076238882,,0.032083862770012704,0.40489821882951654,0.006361323155216285,0.015565438373570521,,,0.0025412960609911056,,,,0.1628498727735369,,,0.006997455470737914,0.0006353240152477764,,,1.0,0.042938931297709926,0.010165184243964422,0.3640406607369759,,0.0003176620076238882,0.0019059720457433292,0.15787801778907243,,0.04580152671755725,0.025763358778625955,0.04510800508259212,0.04796696315120712,,0.1365946632782719,0.13104325699745548,0.17503176620076238,1.0,0.00349428208386277,,,0.1717557251908397
08116029,Holzmaden,1608.0,979,629,0,1429,597,11,1418,555,199,158.0,98,285,56,,67.0,,,,,,,,,,,,,,10,1419,528,161,148,105,271,68,7,31,11,13,8,8,4,1,0,55,,,,,,,,0.007047216349541931,,0.005637773079633545,0.0,,0.03875968992248062,0.3913963328631876,,0.021846370683579985,,,0.004933051444679351,,,,0.14033850493653033,,,0.007757404795486601,0.0028188865398167725,,,1.0,0.0691114245416079,0.007751937984496124,0.37209302325581395,,0.0007047216349541931,0.005637773079633545,0.11346018322762509,,0.039492242595204514,0.04724964739069112,0.04792107117688513,0.07399577167019028,,0.10429880197322058,0.11142454160789844,0.19097956307258632,1.0,0.009161381254404511,,,0.2009873060648801
08116033,Kirchheim_unter_Teck-_Stadt,27922.0,19605,8317,0,22914,7821,153,22761,7907,3918,3542.0,1304,4024,1453,,613.0,,,,,,,,,,,,,,96,22818,7038,3338,3441,1528,4011,1518,113,325,184,97,171,42,35,11,23,943,,,,,,,,0.004207204838285564,,0.007494083618196161,0.0010079761591725832,,0.0413270225260759,0.34739246957515046,,0.014243141379612587,,,0.004952230695065299,,,,0.17213654936074865,,,0.006722024515618822,0.0015338767639582786,,,1.0,0.057290980185404856,0.008063809273380665,0.3084407047068104,,0.0004820755543868875,0.0018406521167499343,0.14628801823122098,,0.06383726549800096,0.026932032863230964,0.06652642650539048,0.06696467700937857,,0.1508019984222982,0.1556170642766135,0.17578227714961872,1.0,0.004251029888684372,,,0.17679363824085056
08116035,Köngen,6804.0,4586,2218,0,5955,2150,24,5931,2446,893,774.0,232,1007,293,42.0,187.0,,,57.0,,,,,,,,,,,17,5938,2207,878,756,313,1033,307,23,106,62,25,33,9,3,1,3,179,,,,,,,,0.0028629168070057258,0.009610520991401113,0.005557426743011115,0.0005052206130010104,,0.03014482990906029,0.4124093744731074,0.0070814365199797676,0.017851128326035703,,,0.0038733580330077466,,,,0.1505648288652841,,,0.004046535154274153,0.0005052206130010104,,,1.0,0.03911650649131681,0.010441226002020883,0.37167396429774335,,0.0001684068710003368,0.0015156618390030313,0.1478612327382957,,0.049401450008430284,0.031529253077052774,0.0517009093971034,0.052711350623105425,,0.12731559447625462,0.13050075872534142,0.17396429774334793,1.0,0.004210171775008421,,,0.16978587084808633
08116036,Kohlberg,1690.0,1041,649,0,1495,631,9,1486,630,206,118.0,91,333,69,,39.0,,,,,,,,,,,,,,5,1490,552,182,124,120,325,74,10,19,9,4,4,1,7,0,1,58,,,,,,,,0.003355704697986577,,0.0026845637583892616,0.0006711409395973154,,0.038926174496644296,0.423956931359354,,0.012751677852348993,,,0.006711409395973154,,,,0.1386271870794078,,,0.006056527590847914,0.004697986577181208,,,1.0,0.06123822341857335,0.006040268456375839,0.3704697986577181,,0.0,0.0006711409395973154,0.1221476510067114,,0.046433378196500674,0.026244952893674293,0.049664429530201344,0.08053691275167785,,0.08322147651006712,0.07940780619111709,0.2181208053691275,1.0,0.0026845637583892616,,,0.22409152086137282
08116037,Lichtenwald,1970.0,1170,800,0,1729,769,5,1724,736,209,246.0,93,312,54,13.0,45.0,,,16.0,,,,,,,,,,,3,1726,637,204,233,135,340,57,3,20,18,6,8,4,2,2,4,53,,,,,,,,0.0017381228273464658,0.009280742459396751,0.004634994206257242,0.002317497103128621,,0.03070683661645423,0.42691415313225056,0.0075406032482598605,0.011587485515643106,,,0.0017381228273464658,,,,0.12122969837587007,,,0.002900232018561485,0.0011587485515643105,,,1.0,0.05394431554524362,0.010428736964078795,0.3690614136732329,,0.0011587485515643105,0.002317497103128621,0.11819235225955968,,0.031322505800464036,0.026102088167053363,0.03302433371958285,0.07821552723059096,,0.13499420625724218,0.14269141531322505,0.1969872537659328,1.0,0.0034762456546929316,,,0.18097447795823665
08116041,Neckartailfingen,2866.0,1753,1113,0,2508,1062,16,2492,991,372,300.0,130,481,108,,110.0,,,,,,,,,,,,,,17,2491,887,310,294,162,501,109,6,57,31,8,12,2,6,2,2,102,,,,,,,,0.006824568446407065,,0.004817342432757929,0.0008028904054596548,,0.040947410678442396,0.3976725521669342,,0.02288237655560016,,,0.0024086712163789645,,,,0.1492776886035313,,,0.006420545746388443,0.0024086712163789645,,,1.0,0.0521669341894061,0.012444801284624649,0.3560818948213569,,0.0008028904054596548,0.0008028904054596548,0.12444801284624649,,0.04333868378812199,0.044141252006420544,0.04375752709755119,0.06503412284223203,,0.11802488960256925,0.12038523274478331,0.20112404656764352,1.0,0.003211561621838619,,,0.19301765650080258
08116042,Neckartenzlingen,4073.0,2915,1158,0,3398,1115,20,3378,1202,580,401.0,189,712,194,,100.0,,,,,,,,,,,,,,14,3384,1079,472,388,223,697,214,23,44,35,14,18,6,10,0,4,157,,,,,,,,0.004137115839243499,,0.005319148936170213,0.001182033096926714,,0.04639479905437352,0.3558318531675548,,0.013002364066193853,,,0.0067966903073286055,,,,0.17169923031379514,,,0.005920663114268798,0.002955082742316785,,,1.0,0.05595026642984014,0.010342789598108746,0.3188534278959811,,0.0,0.0017730496453900709,0.13947990543735225,,0.057430432208407343,0.02960331557134399,0.06323877068557919,0.0658983451536643,,0.11465721040189125,0.11870929544108941,0.2059692671394799,1.0,0.004137115839243499,,,0.2107756068679692
08116043,Neidlingen,1316.0,821,495,0,1161,477,6,1155,519,147,114.0,71,212,45,,47.0,,,,,,,,,,,,,,7,1154,483,124,111,71,216,47,4,21,11,10,4,4,2,1,1,44,,,,,,,,0.006065857885615251,,0.0034662045060658577,0.0008665511265164644,,0.038128249566724434,0.44935064935064933,,0.018197573656845753,,,0.0034662045060658577,,,,0.12727272727272726,,,0.005194805194805195,0.0017331022530329288,,,1.0,0.06147186147186147,0.009532062391681109,0.41854419410745236,,0.0008665511265164644,0.0034662045060658577,0.10745233968804159,,0.03896103896103896,0.04069264069264069,0.04072790294627383,0.06152512998266898,,0.09618717504332755,0.0987012987012987,0.18717504332755633,1.0,0.008665511265164644,,,0.18354978354978355
08116046,Neuffen-_Stadt,4587.0,3079,1508,0,4001,1464,24,3977,1584,579,514.0,182,809,191,,118.0,,,,,,,,,,,,,,24,3977,1393,496,536,233,833,199,15,49,26,13,19,7,14,1,6,137,,,,,,,,0.0060346995222529546,,0.004777470455116922,0.0015086748805632386,,0.034448076439527284,0.39829016846869497,,0.012320844857933116,,,0.0037716872014080965,,,,0.14558712597435253,,,0.0060346995222529546,0.00352024138798089,,,1.0,0.045763138043751574,0.006537591149107368,0.3502640181040986,,0.00025144581342720644,0.001760120693990445,0.1247171234598944,,0.048026150364596426,0.029670605984410358,0.05003771687201408,0.0585868745285391,,0.13477495599698264,0.1292431481015841,0.20945436258486297,1.0,0.003268795574553684,,,0.20341966306261
08116047,Neuhausen_auf_den_Fildern,8743.0,5830,2913,0,7511,2789,37,7474,3272,1072,1015.0,362,1060,324,46.0,233.0,,,90.0,,,,,,,,,,,29,7482,2877,1066,1034,472,1099,353,27,126,53,27,51,7,7,3,10,270,,,,,,,,0.003875968992248062,0.012041744715012041,0.00681635926222935,0.0013365410318096765,,0.03608660785886127,0.4377843189724378,0.006154669521006155,0.016840417000801924,,,0.0036086607858861267,,,,0.14343055927214343,,,0.0049504950495049506,0.0009355787222667736,,,1.0,0.048434573187048434,0.007083667468591286,0.38452285485164395,,0.00040096230954290296,0.0009355787222667736,0.14247527399091153,,0.04335028097404335,0.031174739095531173,0.04717989842288158,0.06308473670141673,,0.13819834268912057,0.1358041209526358,0.14688585939588344,1.0,0.0036086607858861267,,,0.1418249933101418
08116048,Notzingen,2843.0,1811,1032,0,2504,1003,13,2491,1109,357,272.0,124,455,97,,77.0,,,,,,,,,,,,,,5,2499,995,314,284,161,470,95,17,39,17,13,12,6,15,2,0,59,,,,,,,,0.0020008003201280513,,0.004801920768307323,0.0,,0.023609443777511004,0.4452027298273786,,0.015606242496998799,,,0.006802721088435374,,,,0.14331593737454837,,,0.005218787635487756,0.006002400960384154,,,1.0,0.049779205138498595,0.006802721088435374,0.3981592637054822,,0.0008003201280512205,0.0024009603841536613,0.12565026010404162,,0.03894018466479326,0.03091128061019671,0.03801520608243297,0.06442577030812324,,0.1136454581832733,0.10919309514251305,0.1880752300920368,1.0,0.005202080832332933,,,0.18265756724207147
08116049,Nürtingen-_Stadt,27103.0,18778,8325,0,22612,7976,154,22458,7954,3724,3255.0,1008,4412,1552,,553.0,,,,,,,,,,,,,,126,22486,6823,3133,3217,1351,4497,1617,101,265,199,123,135,43,37,4,19,922,,,,,,,,0.005603486613893089,,0.006003735657742595,0.0008449702036822912,,0.04100329093658276,0.3541722326119868,,0.011785110735568798,,,0.0044916837143111265,,,,0.1658206429780034,,,0.006857244634428711,0.0016454682913813038,,,1.0,0.0448837830617152,0.008849951080672418,0.3034332473539091,,0.00017788846393311395,0.0019123009872809749,0.13933113937561148,,0.06910677709502182,0.024623742096357645,0.0719114115449613,0.06008182869340923,,0.14306679711820688,0.14493721613678867,0.19999110557680336,1.0,0.005470070265943253,,,0.19645560602012646
08116050,Oberboihingen,3966.0,2343,1623,0,3428,1578,17,3411,1326,534,426.0,172,692,181,,80.0,,,,,,,,,,,,,,12,3416,1185,469,422,218,669,178,16,51,19,12,41,4,2,0,6,124,,,,,,,,0.00351288056206089,,0.012002341920374707,0.001756440281030445,,0.03629976580796253,0.3887423043095866,,0.014929742388758781,,,0.00468384074941452,,,,0.1565523306948109,,,0.004983875696276752,0.000585480093676815,,,1.0,0.050425095279976545,0.0055620608899297425,0.3468969555035129,,0.0,0.00117096018735363,0.13729508196721313,,0.05306361770741718,0.023453532688361183,0.052107728337236536,0.06381733021077284,,0.12353629976580796,0.1248900615655233,0.1958430913348946,1.0,0.00351288056206089,,,0.20287305775432424
08116053,Ohmden,1313.0,829,484,0,1152,463,13,1139,438,168,146.0,60,258,34,,35.0,,,,,,,,,,,,,,9,1143,412,136,142,67,251,54,9,20,16,0,3,2,0,0,0,31,,,,,,,,0.007874015748031496,,0.0026246719160104987,0.0,,0.02712160979877515,0.3845478489903424,,0.017497812773403325,,,0.007874015748031496,,,,0.14749780509218613,,,0.01141352063213345,0.0,,,1.0,0.05267778753292362,0.01399825021872266,0.36045494313210846,,0.0,0.0017497812773403325,0.1189851268591426,,0.029850746268656716,0.030728709394205442,0.047244094488188976,0.05861767279090114,,0.1242344706911636,0.12818261633011413,0.21959755030621173,1.0,0.0,,,0.22651448639157157
08116054,Owen-_Stadt,2424.0,1689,735,0,2168,714,8,2160,934,316,289.0,132,322,98,,69.0,,,,,,,,,,,,,,11,2157,862,274,282,141,330,95,6,34,18,18,17,6,6,1,0,67,,,,,,,,0.005099675475197033,,0.007881316643486324,0.0,,0.031061659712563746,0.4324074074074074,,0.01576263328697265,,,0.0027816411682892906,,,,0.14629629629629629,,,0.003703703703703704,0.0027816411682892906,,,1.0,0.06111111111111111,0.008344923504867872,0.3996291145108948,,0.0004636068613815484,0.0027816411682892906,0.12702828001854427,,0.04537037037037037,0.03194444444444444,0.0440426518312471,0.06536856745479833,,0.13073713490959665,0.1337962962962963,0.15299026425591097,1.0,0.008344923504867872,,,0.14907407407407408
