ags,municipality_name,vote_type,party,votes,percent
08425020,"Blaubeuren, Stadt",Zweitstimmen,Tierschutzpartei,1,1.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,Tierschutzpartei,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,Tierschutzpartei,6,1.3
08425052,Grundsheim,Erststimmen,Tierschutzpartei,,
08425052,Grundsheim,Zweitstimmen,Tierschutzpartei,1,0.8
08425075,Lonsee,Erststimmen,Tierschutzpartei,,
08425075,Lonsee,Zweitstimmen,Tierschutzpartei,0,0.0
08425085,Nerenstetten,Erststimmen,Tierschutzpartei,,
08425085,Nerenstetten,Zweitstimmen,Tierschutzpartei,3,1.6
08425090,Obermarchtal,Erststimmen,Tierschutzpartei,,
08425090,Obermarchtal,Zweitstimmen,Tierschutzpartei,3,1.9
08426008,Altheim,Erststimmen,Tierschutzpartei,,
08426008,Altheim,Zweitstimmen,Tierschutzpartei,1,1.2
08426097,"Riedlingen, Stadt",Erststimmen,Tierschutzpartei,,
08426097,"Riedlingen, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08426108,Schwendi,Erststimmen,Tierschutzpartei,,
08426108,Schwendi,Zweitstimmen,Tierschutzpartei,2,0.8
08426121,Unlingen,Erststimmen,Tierschutzpartei,,
08426121,Unlingen,Zweitstimmen,Tierschutzpartei,1,1.4
08426124,Uttenweiler,Erststimmen,Tierschutzpartei,,
08426124,Uttenweiler,Zweitstimmen,Tierschutzpartei,1,0.5
08426128,Warthausen,Erststimmen,Tierschutzpartei,,
08426128,Warthausen,Zweitstimmen,Tierschutzpartei,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,Tierschutzpartei,,
08437031,"Gammertingen, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,Tierschutzpartei,,
08437078,"Meßkirch, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,Tierschutzpartei,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,Tierschutzpartei,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,Tierschutzpartei,4,0.7
08437114,"Veringenstadt, Stadt",Erststimmen,Tierschutzpartei,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,Tierschutzpartei,0,0.0
08126011,Bretzfeld,Erststimmen,Verjüngungsforschung,,
08126011,Bretzfeld,Zweitstimmen,Verjüngungsforschung,0,0.0
08126020,Dörzbach,Erststimmen,Verjüngungsforschung,,
08126020,Dörzbach,Zweitstimmen,Verjüngungsforschung,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,Verjüngungsforschung,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,Verjüngungsforschung,,
08126046,"Künzelsau, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08126056,Mulfingen,Erststimmen,Verjüngungsforschung,,
08126056,Mulfingen,Zweitstimmen,Verjüngungsforschung,0,0.0
08126072,Schöntal,Erststimmen,Verjüngungsforschung,,
08126072,Schöntal,Zweitstimmen,Verjüngungsforschung,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,Verjüngungsforschung,,
08126085,"Waldenburg, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08127008,Blaufelden,Erststimmen,Verjüngungsforschung,,
08127008,Blaufelden,Zweitstimmen,Verjüngungsforschung,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,Verjüngungsforschung,,
08127014,"Crailsheim, Stadt",Zweitstimmen,Verjüngungsforschung,4,3.9
08127032,"Gerabronn, Stadt",Erststimmen,Verjüngungsforschung,,
08127032,"Gerabronn, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,Verjüngungsforschung,,
08127047,"Langenburg, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08127059,Michelfeld,Erststimmen,Verjüngungsforschung,,
08127059,Michelfeld,Zweitstimmen,Verjüngungsforschung,0,0.0
08127062,Oberrot,Erststimmen,Verjüngungsforschung,,
08127062,Oberrot,Zweitstimmen,Verjüngungsforschung,0,0.0
08127073,Satteldorf,Erststimmen,Verjüngungsforschung,,
08127073,Satteldorf,Zweitstimmen,Verjüngungsforschung,0,0.0
08127100,Rosengarten,Erststimmen,Verjüngungsforschung,,
08127100,Rosengarten,Zweitstimmen,Verjüngungsforschung,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,Verjüngungsforschung,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,Verjüngungsforschung,,
08128014,"Boxberg, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,Verjüngungsforschung,,
08128020,"Creglingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,Verjüngungsforschung,,
08128039,"Freudenberg, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,Verjüngungsforschung,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128058,Igersheim,Erststimmen,Verjüngungsforschung,,
08128058,Igersheim,Zweitstimmen,Verjüngungsforschung,3,0.9
08128061,Königheim,Erststimmen,Verjüngungsforschung,,
08128061,Königheim,Zweitstimmen,Verjüngungsforschung,1,0.2
08128064,"Külsheim, Stadt",Erststimmen,Verjüngungsforschung,,
08128064,"Külsheim, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,Verjüngungsforschung,,
08128082,"Niederstetten, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,Verjüngungsforschung,,
08128126,"Weikersheim, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128128,Werbach,Erststimmen,Verjüngungsforschung,,
08128128,Werbach,Zweitstimmen,Verjüngungsforschung,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,Verjüngungsforschung,,
08128131,"Wertheim, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,Verjüngungsforschung,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08135010,Dischingen,Erststimmen,Verjüngungsforschung,,
08135010,Dischingen,Zweitstimmen,Verjüngungsforschung,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,Verjüngungsforschung,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,Verjüngungsforschung,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08135026,Nattheim,Erststimmen,Verjüngungsforschung,,
08135026,Nattheim,Zweitstimmen,Verjüngungsforschung,1,0.7
08135027,"Niederstotzingen, Stadt",Erststimmen,Verjüngungsforschung,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,Verjüngungsforschung,,
08135031,Sontheim an der Brenz,Zweitstimmen,Verjüngungsforschung,1,0.4
08216013,Forbach,Erststimmen,Verjüngungsforschung,,
08216013,Forbach,Zweitstimmen,Verjüngungsforschung,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,Verjüngungsforschung,,
08235006,"Altensteig, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08235020,Ebhausen,Erststimmen,Verjüngungsforschung,,
08235020,Ebhausen,Zweitstimmen,Verjüngungsforschung,0,0.0
08235050,Neuweiler,Erststimmen,Verjüngungsforschung,,
08235050,Neuweiler,Zweitstimmen,Verjüngungsforschung,1,0.4
08236031,Kieselbronn,Erststimmen,Verjüngungsforschung,,
08236031,Kieselbronn,Zweitstimmen,Verjüngungsforschung,2,0.7
08236038,"Maulbronn, Stadt",Erststimmen,Verjüngungsforschung,,
08236038,"Maulbronn, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,Verjüngungsforschung,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08237072,Wörnersberg,Erststimmen,Verjüngungsforschung,,
08237072,Wörnersberg,Zweitstimmen,Verjüngungsforschung,0,0.0
08237073,Seewald,Erststimmen,Verjüngungsforschung,,
08237073,Seewald,Zweitstimmen,Verjüngungsforschung,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,Verjüngungsforschung,,
08316011,"Emmendingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08316055,Winden im Elztal,Erststimmen,Verjüngungsforschung,,
08316055,Winden im Elztal,Zweitstimmen,Verjüngungsforschung,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,Verjüngungsforschung,,
08325012,"Dornhan, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08325015,Epfendorf,Erststimmen,Verjüngungsforschung,,
08325015,Epfendorf,Zweitstimmen,Verjüngungsforschung,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,Verjüngungsforschung,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,Verjüngungsforschung,1,0.4
08326003,"Bad Dürrheim, Stadt",Erststimmen,Verjüngungsforschung,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,Verjüngungsforschung,,
08326005,"Blumberg, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,Verjüngungsforschung,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,Verjüngungsforschung,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,Verjüngungsforschung,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,Verjüngungsforschung,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,Verjüngungsforschung,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,Verjüngungsforschung,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,Verjüngungsforschung,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,Verjüngungsforschung,,
08336087,"Todtnau, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08336089,Tunau,Erststimmen,Verjüngungsforschung,,
08336089,Tunau,Zweitstimmen,Verjüngungsforschung,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,Verjüngungsforschung,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,Verjüngungsforschung,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08336107,Kleines Wiesental,Erststimmen,Verjüngungsforschung,,
08336107,Kleines Wiesental,Zweitstimmen,Verjüngungsforschung,0,0.0
08337062,Klettgau,Erststimmen,Verjüngungsforschung,,
08337062,Klettgau,Zweitstimmen,Verjüngungsforschung,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,Verjüngungsforschung,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08337116,"Wehr, Stadt",Erststimmen,Verjüngungsforschung,,
08337116,"Wehr, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08337125,Küssaberg,Erststimmen,Verjüngungsforschung,,
08337125,Küssaberg,Zweitstimmen,Verjüngungsforschung,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,Verjüngungsforschung,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08425020,"Blaubeuren, Stadt",Erststimmen,Verjüngungsforschung,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,Verjüngungsforschung,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08425052,Grundsheim,Erststimmen,Verjüngungsforschung,,
08425052,Grundsheim,Zweitstimmen,Verjüngungsforschung,0,0.0
08425075,Lonsee,Erststimmen,Verjüngungsforschung,,
08425075,Lonsee,Zweitstimmen,Verjüngungsforschung,0,0.0
08425085,Nerenstetten,Erststimmen,Verjüngungsforschung,,
08425085,Nerenstetten,Zweitstimmen,Verjüngungsforschung,0,0.0
08425090,Obermarchtal,Erststimmen,Verjüngungsforschung,,
08425090,Obermarchtal,Zweitstimmen,Verjüngungsforschung,0,0.0
08426008,Altheim,Erststimmen,Verjüngungsforschung,,
08426008,Altheim,Zweitstimmen,Verjüngungsforschung,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,Verjüngungsforschung,,
08426097,"Riedlingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08426108,Schwendi,Erststimmen,Verjüngungsforschung,,
08426108,Schwendi,Zweitstimmen,Verjüngungsforschung,0,0.0
08426121,Unlingen,Erststimmen,Verjüngungsforschung,,
08426121,Unlingen,Zweitstimmen,Verjüngungsforschung,0,0.0
08426124,Uttenweiler,Erststimmen,Verjüngungsforschung,,
08426124,Uttenweiler,Zweitstimmen,Verjüngungsforschung,1,0.5
08426128,Warthausen,Erststimmen,Verjüngungsforschung,,
08426128,Warthausen,Zweitstimmen,Verjüngungsforschung,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,Verjüngungsforschung,,
08437031,"Gammertingen, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,Verjüngungsforschung,,
08437078,"Meßkirch, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08437088,"Pfullendorf, Stadt",Erststimmen,Verjüngungsforschung,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,Verjüngungsforschung,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,Verjüngungsforschung,1,0.2
08437114,"Veringenstadt, Stadt",Erststimmen,Verjüngungsforschung,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,Verjüngungsforschung,0,0.0
08126011,Bretzfeld,Erststimmen,Volt,,
08126011,Bretzfeld,Zweitstimmen,Volt,0,0.0
08126020,Dörzbach,Erststimmen,Volt,,
08126020,Dörzbach,Zweitstimmen,Volt,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,Volt,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,Volt,4,2.6
08126046,"Künzelsau, Stadt",Erststimmen,Volt,,
08126046,"Künzelsau, Stadt",Zweitstimmen,Volt,0,0.0
08126056,Mulfingen,Erststimmen,Volt,,
08126056,Mulfingen,Zweitstimmen,Volt,0,0.0
08126072,Schöntal,Erststimmen,Volt,,
08126072,Schöntal,Zweitstimmen,Volt,0,0.0
08126085,"Waldenburg, Stadt",Erststimmen,Volt,,
08126085,"Waldenburg, Stadt",Zweitstimmen,Volt,0,0.0
08127008,Blaufelden,Erststimmen,Volt,,
08127008,Blaufelden,Zweitstimmen,Volt,1,0.7
08127014,"Crailsheim, Stadt",Erststimmen,Volt,4,3.9
08127014,"Crailsheim, Stadt",Zweitstimmen,Volt,5,4.9
08127032,"Gerabronn, Stadt",Erststimmen,Volt,,
08127032,"Gerabronn, Stadt",Zweitstimmen,Volt,1,0.3
08127047,"Langenburg, Stadt",Erststimmen,Volt,,
08127047,"Langenburg, Stadt",Zweitstimmen,Volt,0,0.0
08127059,Michelfeld,Erststimmen,Volt,2,1.4
08127059,Michelfeld,Zweitstimmen,Volt,2,1.4
08127062,Oberrot,Erststimmen,Volt,0,0.0
08127062,Oberrot,Zweitstimmen,Volt,0,0.0
08127073,Satteldorf,Erststimmen,Volt,5,1.0
08127073,Satteldorf,Zweitstimmen,Volt,2,0.4
08127100,Rosengarten,Erststimmen,Volt,2,1.7
08127100,Rosengarten,Zweitstimmen,Volt,1,0.8
08128007,"Bad Mergentheim, Stadt",Erststimmen,Volt,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,Volt,1,0.7
08128014,"Boxberg, Stadt",Erststimmen,Volt,,
08128014,"Boxberg, Stadt",Zweitstimmen,Volt,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,Volt,,
08128020,"Creglingen, Stadt",Zweitstimmen,Volt,2,0.5
08128039,"Freudenberg, Stadt",Erststimmen,Volt,,
08128039,"Freudenberg, Stadt",Zweitstimmen,Volt,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,Volt,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,Volt,0,0.0
08128058,Igersheim,Erststimmen,Volt,,
08128058,Igersheim,Zweitstimmen,Volt,0,0.0
08128061,Königheim,Erststimmen,Volt,,
08128061,Königheim,Zweitstimmen,Volt,1,0.2
08128064,"Külsheim, Stadt",Erststimmen,Volt,,
08128064,"Külsheim, Stadt",Zweitstimmen,Volt,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,Volt,,
08128082,"Niederstetten, Stadt",Zweitstimmen,Volt,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,Volt,,
08128126,"Weikersheim, Stadt",Zweitstimmen,Volt,0,0.0
08128128,Werbach,Erststimmen,Volt,,
08128128,Werbach,Zweitstimmen,Volt,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,Volt,,
08128131,"Wertheim, Stadt",Zweitstimmen,Volt,1,0.5
08128139,"Lauda-Königshofen, Stadt",Erststimmen,Volt,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,Volt,0,0.0
08135010,Dischingen,Erststimmen,Volt,,
08135010,Dischingen,Zweitstimmen,Volt,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,Volt,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,Volt,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,Volt,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,Volt,0,0.0
08135026,Nattheim,Erststimmen,Volt,,
08135026,Nattheim,Zweitstimmen,Volt,1,0.7
08135027,"Niederstotzingen, Stadt",Erststimmen,Volt,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,Volt,3,2.1
08135031,Sontheim an der Brenz,Erststimmen,Volt,,
08135031,Sontheim an der Brenz,Zweitstimmen,Volt,1,0.4
08216013,Forbach,Erststimmen,Volt,3,2.3
08216013,Forbach,Zweitstimmen,Volt,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,Volt,,
08235006,"Altensteig, Stadt",Zweitstimmen,Volt,0,0.0
08235020,Ebhausen,Erststimmen,Volt,,
08235020,Ebhausen,Zweitstimmen,Volt,0,0.0
08235050,Neuweiler,Erststimmen,Volt,,
08235050,Neuweiler,Zweitstimmen,Volt,1,0.4
08236031,Kieselbronn,Erststimmen,Volt,5,1.7
08236031,Kieselbronn,Zweitstimmen,Volt,1,0.3
08236038,"Maulbronn, Stadt",Erststimmen,Volt,2,0.7
08236038,"Maulbronn, Stadt",Zweitstimmen,Volt,2,0.7
08237040,"Horb am Neckar, Stadt",Erststimmen,Volt,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,Volt,1,0.6
08237072,Wörnersberg,Erststimmen,Volt,,
08237072,Wörnersberg,Zweitstimmen,Volt,0,0.0
08237073,Seewald,Erststimmen,Volt,,
08237073,Seewald,Zweitstimmen,Volt,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,Volt,0,0.0
08316011,"Emmendingen, Stadt",Zweitstimmen,Volt,0,0.0
08316055,Winden im Elztal,Erststimmen,Volt,3,1.5
08316055,Winden im Elztal,Zweitstimmen,Volt,2,1.0
08325012,"Dornhan, Stadt",Erststimmen,Volt,0,0.0
08325012,"Dornhan, Stadt",Zweitstimmen,Volt,0,0.0
08325015,Epfendorf,Erststimmen,Volt,2,3.4
08325015,Epfendorf,Zweitstimmen,Volt,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,Volt,5,1.8
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,Volt,3,1.1
08326003,"Bad Dürrheim, Stadt",Erststimmen,Volt,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,Volt,1,0.6
08326005,"Blumberg, Stadt",Erststimmen,Volt,5,2.6
08326005,"Blumberg, Stadt",Zweitstimmen,Volt,2,1.0
08326006,"Bräunlingen, Stadt",Erststimmen,Volt,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,Volt,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,Volt,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,Volt,1,1.4
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,Volt,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,Volt,5,1.1
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,Volt,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,Volt,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,Volt,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,Volt,1,1.0
08327050,"Tuttlingen, Stadt",Erststimmen,Volt,10,2.7
08327050,"Tuttlingen, Stadt",Zweitstimmen,Volt,5,1.3
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,Volt,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,Volt,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,Volt,2,0.5
08336087,"Todtnau, Stadt",Zweitstimmen,Volt,1,0.3
08336089,Tunau,Erststimmen,Volt,0,0.0
08336089,Tunau,Zweitstimmen,Volt,1,1.1
08336091,"Weil am Rhein, Stadt",Erststimmen,Volt,8,1.7
08336091,"Weil am Rhein, Stadt",Zweitstimmen,Volt,7,1.5
08336103,"Zell im Wiesental, Stadt",Erststimmen,Volt,2,2.5
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,Volt,0,0.0
08336107,Kleines Wiesental,Erststimmen,Volt,2,1.0
08336107,Kleines Wiesental,Zweitstimmen,Volt,3,1.5
08337062,Klettgau,Erststimmen,Volt,,
08337062,Klettgau,Zweitstimmen,Volt,2,1.0
08337096,"Bad Säckingen, Stadt",Erststimmen,Volt,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,Volt,0,0.0
08337116,"Wehr, Stadt",Erststimmen,Volt,,
08337116,"Wehr, Stadt",Zweitstimmen,Volt,2,1.1
08337125,Küssaberg,Erststimmen,Volt,,
08337125,Küssaberg,Zweitstimmen,Volt,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,Volt,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,Volt,0,0.0
08425020,"Blaubeuren, Stadt",Erststimmen,Volt,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,Volt,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,Volt,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,Volt,2,0.4
08425052,Grundsheim,Erststimmen,Volt,,
08425052,Grundsheim,Zweitstimmen,Volt,0,0.0
08425075,Lonsee,Erststimmen,Volt,,
08425075,Lonsee,Zweitstimmen,Volt,0,0.0
08425085,Nerenstetten,Erststimmen,Volt,,
08425085,Nerenstetten,Zweitstimmen,Volt,0,0.0
08425090,Obermarchtal,Erststimmen,Volt,,
08425090,Obermarchtal,Zweitstimmen,Volt,0,0.0
08426008,Altheim,Erststimmen,Volt,1,1.2
08426008,Altheim,Zweitstimmen,Volt,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,Volt,0,0.0
08426097,"Riedlingen, Stadt",Zweitstimmen,Volt,0,0.0
08426108,Schwendi,Erststimmen,Volt,2,0.8
08426108,Schwendi,Zweitstimmen,Volt,2,0.8
08426121,Unlingen,Erststimmen,Volt,0,0.0
08426121,Unlingen,Zweitstimmen,Volt,0,0.0
08426124,Uttenweiler,Erststimmen,Volt,0,0.0
08426124,Uttenweiler,Zweitstimmen,Volt,0,0.0
08426128,Warthausen,Erststimmen,Volt,2,1.0
08426128,Warthausen,Zweitstimmen,Volt,0,0.0
08437031,"Gammertingen, Stadt",Erststimmen,Volt,2,1.5
08437031,"Gammertingen, Stadt",Zweitstimmen,Volt,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,Volt,4,1.9
08437078,"Meßkirch, Stadt",Zweitstimmen,Volt,1,0.5
08437088,"Pfullendorf, Stadt",Erststimmen,Volt,0,0.0
08437088,"Pfullendorf, Stadt",Zweitstimmen,Volt,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,Volt,4,0.7
08437100,"Bad Saulgau, Stadt",Zweitstimmen,Volt,4,0.7
08437114,"Veringenstadt, Stadt",Erststimmen,Volt,0,0.0
08437114,"Veringenstadt, Stadt",Zweitstimmen,Volt,0,0.0
08126011,Bretzfeld,Erststimmen,Werteunion,,
08126011,Bretzfeld,Zweitstimmen,Werteunion,0,0.0
08126020,Dörzbach,Erststimmen,Werteunion,,
08126020,Dörzbach,Zweitstimmen,Werteunion,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,Werteunion,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,Werteunion,3,2.0
08126046,"Künzelsau, Stadt",Erststimmen,Werteunion,,
08126046,"Künzelsau, Stadt",Zweitstimmen,Werteunion,2,0.9
08126056,Mulfingen,Erststimmen,Werteunion,,
08126056,Mulfingen,Zweitstimmen,Werteunion,1,0.3
08126072,Schöntal,Erststimmen,Werteunion,,
08126072,Schöntal,Zweitstimmen,Werteunion,1,0.6
08126085,"Waldenburg, Stadt",Erststimmen,Werteunion,,
08126085,"Waldenburg, Stadt",Zweitstimmen,Werteunion,0,0.0
08127008,Blaufelden,Erststimmen,Werteunion,,
08127008,Blaufelden,Zweitstimmen,Werteunion,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,Werteunion,,
08127014,"Crailsheim, Stadt",Zweitstimmen,Werteunion,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,Werteunion,,
08127032,"Gerabronn, Stadt",Zweitstimmen,Werteunion,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,Werteunion,,
08127047,"Langenburg, Stadt",Zweitstimmen,Werteunion,1,0.8
08127059,Michelfeld,Erststimmen,Werteunion,,
08127059,Michelfeld,Zweitstimmen,Werteunion,0,0.0
08127062,Oberrot,Erststimmen,Werteunion,,
08127062,Oberrot,Zweitstimmen,Werteunion,1,0.5
08127073,Satteldorf,Erststimmen,Werteunion,,
08127073,Satteldorf,Zweitstimmen,Werteunion,0,0.0
08127100,Rosengarten,Erststimmen,Werteunion,,
08127100,Rosengarten,Zweitstimmen,Werteunion,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,Werteunion,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,Werteunion,0,0.0
